# y_maternal, y_maternal_fetal, y_fetal_true, y_maternal_clean, y_maternal_fetal_clean
3.580630256891252639e-02,-1.144931411133533867e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.024807023182177090e-01,1.708075899143992812e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.610878554421534381e-03,4.487861228560688365e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.138978068129052786e-02,-1.805500571279054084e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.915451286337758297e-02,8.282226896590602627e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.631742646551487264e-02,-5.945046019897962802e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.191872750117467364e-02,8.332142644614876081e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.764419592943264573e-03,-1.001719628742767931e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.440836741705960648e-03,-2.389363572867354152e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.576913998627133273e-02,1.009098753964793177e-01,3.246994692046833997e-02,0.000000000000000000e+00,3.246994692046833997e-02
3.468367925019088388e-02,1.357509681807793078e-01,1.228425425379335301e-01,0.000000000000000000e+00,1.228425425379335301e-01
-1.721620343078340571e-03,2.862675384759338915e-01,2.511499434787585749e-01,0.000000000000000000e+00,2.511499434787585749e-01
6.004394703744791312e-02,4.321791985906051625e-01,3.877601063757321609e-01,0.000000000000000000e+00,3.877601063757321609e-01
-2.252034024146341590e-03,5.344032368481842488e-01,4.982922465033349235e-01,0.000000000000000000e+00,4.982922465033349235e-01
-2.192298974797485950e-02,4.803588593131951079e-01,5.494639959930345263e-01,0.000000000000000000e+00,5.494639959930345263e-01
-7.547793033248495487e-02,4.653340056476003572e-01,5.150067374711921886e-01,0.000000000000000000e+00,5.150067374711921886e-01
1.282322504147080221e-03,3.722846199188056815e-01,3.807579144296589502e-01,0.000000000000000000e+00,3.807579144296589502e-01
-1.780131544481043659e-02,1.625341234345626384e-01,1.481351312526606456e-01,0.000000000000000000e+00,1.481351312526606456e-01
-7.968509237918336430e-02,-1.497416715733433934e-01,-1.645945902807337824e-01,0.000000000000000000e+00,-1.645945902807337824e-01
-3.598497017740193843e-02,-4.377315023451028297e-01,-4.283526537333661732e-01,0.000000000000000000e+00,-4.283526537333661732e-01
-4.241905762423629073e-02,-6.069838555964077731e-01,-5.885791285385050253e-01,0.000000000000000000e+00,-5.885791285385050253e-01
3.184701452468451880e-03,-5.685023582664192610e-01,-6.410413286585400217e-01,0.000000000000000000e+00,-6.410413286585400217e-01
7.158995570400278341e-02,-5.869912474427796401e-01,-5.979506958040018416e-01,0.000000000000000000e+00,-5.979506958040018416e-01
-3.013513181308541400e-02,-4.624440097363591851e-01,-4.847001329696652427e-01,0.000000000000000000e+00,-4.847001329696652427e-01
-3.406022904676713620e-02,-3.453968637121098140e-01,-3.348665913050115073e-01,0.000000000000000000e+00,-3.348665913050115073e-01
-3.506007638355573917e-03,-2.096089845335575297e-01,-1.842638138069006837e-01,0.000000000000000000e+00,-1.842638138069006837e-01
-4.659198641292051218e-02,-4.493678319466008764e-02,-6.493989384093673545e-02,0.000000000000000000e+00,-6.493989384093673545e-02
-5.559200792196536921e-03,5.087563384205881500e-02,-2.449293598294705921e-17,0.000000000000000000e+00,-2.449293598294705921e-17
4.415979816171095550e-03,6.054779833561896307e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.539853282681798330e-02,2.265951644805084056e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.120636806415583248e-03,-6.777930208533598788e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.539651797026730246e-02,3.976129164563817903e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.502062743717385088e-02,-7.855970806829783160e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.332632623539703631e-02,-5.798933883344567497e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.034133214693798625e-02,-3.213193879973522821e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.915892394465415108e-03,-4.015957685729375226e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.003991162622868027e-02,4.492945856402372901e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.526682488698805941e-03,2.227386819999244150e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.861607288505543606e-02,3.142138164109267023e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.343275420137707371e-03,-3.444508246866696821e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.719134777038632655e-02,7.494940711020025258e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.170297150148036758e-02,6.321332264069712270e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.349439086582768232e-02,-6.072094839335119565e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.784508216892740695e-02,-2.609057203510875556e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.175654807024963500e-02,-2.837807747367443109e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.698864492812108107e-02,-5.023451047063590136e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.191130782511369904e-02,9.856910446443276422e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.208104703029231369e-02,3.633780285100531721e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.046143386714597657e-03,1.378173729109310498e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.026096605020939523e-02,7.089911886026862078e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.802264811770392605e-02,7.762875136151474453e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.128511612859177914e-02,-3.640216714593807329e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.130898844329639941e-02,-4.366985174209740694e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.272672001355463413e-03,6.492093063606844960e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.621571829713653046e-02,3.393139238699256766e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.469971536713359270e-03,-7.902969734181264361e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.090461223937383817e-02,1.213484135319674584e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.856819250770688046e-02,4.944687356278743701e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.111883458587918816e-03,3.680702322263425946e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.347240423231668205e-02,-4.107852768361347495e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.248483000490976519e-02,-3.414479188698880952e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.654048312233762433e-02,6.197282730300351927e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.996647392211308270e-02,1.500394736599509199e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.145478519390295019e-02,2.970465416243287492e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.384717292187084337e-02,4.332015253113628145e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.926045451548794307e-02,-7.267307682537070546e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.097008913910029346e-03,2.633198290575358702e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.757775526745815067e-03,-1.125976086589746544e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.630593779299875645e-02,5.653826598796235503e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.932582196100244509e-02,-5.514200621256997586e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.472152641632986481e-02,-2.883358557902459748e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.480107581994652116e-02,-4.241455356970975921e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.825134934509151763e-02,2.906181718284223114e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.247373658786625372e-02,-8.290124022629839773e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.509525287744775457e-02,8.196480640225503600e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.742677657546949643e-02,-2.893001350707251514e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.640514859639912781e-02,2.030427857958850418e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.341115328924346040e-02,-8.868202705084256288e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.195374259883653922e-01,-4.550490655111669169e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.289769878429465388e-02,1.629204465763102461e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.306745671462444192e-02,6.336342664940227028e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.852940962472643283e-02,2.611914459466075505e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.230980985957034229e-02,-7.505921092908884873e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.792920515700522494e-02,-1.003002186764693493e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.780213745694217073e-02,-4.122777743137231304e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.393774328697201886e-02,5.007101390656006068e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.937551550428518982e-02,5.131143561849861590e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.653303197688624063e-02,-4.764162764883581036e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.764212254239451438e-02,-2.895501391056468088e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.674967871766191996e-02,2.772675084358221308e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.643154302743553563e-02,-1.175122930682177130e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.888239552097967990e-03,9.665603865294747354e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.667221182909511601e-02,4.182101467704451431e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.362088722579749889e-02,4.775072762050051878e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.493596892778901397e-02,8.797966684559333644e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.213623937061157898e-01,-2.431841990881587409e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.984866438971963132e-02,9.335550533040882018e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.501712973088620562e-02,-2.021213934410287863e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.226204480675235062e-02,-6.116832910646333860e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.954660735290706219e-02,-2.609478601997004127e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.563850290040902952e-02,-2.027500119689079269e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.622187204722423670e-02,1.207772809740248476e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.242356649557477960e-02,-3.454068214466492898e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.346107444331847425e-01,2.216984210984679078e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.364526373222925262e-02,-1.203592456308748108e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.923614821563127408e-02,-4.579960315730685627e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.779071539599622595e-02,1.740925370174478681e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.060957719727648574e-02,-6.915672601076836012e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.559393767030808398e-02,-3.047280654219051976e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.383718356271734562e-02,3.090239963650506447e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.740054301918238927e-02,1.621840529979465609e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.552393923394431469e-02,5.333623921074494290e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.767076668331837699e-02,4.518043506185789177e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.981394589566621275e-02,-9.102837143067675496e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.680924235894885266e-02,9.453984298698657474e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.489704663209776882e-02,-1.806882791975390409e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.220511849068564969e-02,2.393682630542891543e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.800249993559238926e-02,9.024070653321025759e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.868508171003643858e-02,-3.783678131823128149e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.500206090201739589e-02,-9.306606359436213685e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.690106575273592593e-02,2.202609338196349562e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.396880730940344484e-02,1.097012646465699848e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.590656072350925931e-02,3.112020134623290704e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.631388417595597162e-02,-2.480196932521921971e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.106979831378141821e-02,7.717141988584559978e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.620898196362045351e-02,-5.217958638810912993e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.846625515198766526e-02,-1.036160156405806221e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.335164899503492167e-02,3.473987495979777990e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.317339540999571512e-02,5.008196361066033497e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.608883470286113213e-02,2.971137664309091153e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.202478449488650236e-02,-5.805817702671631914e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.027413476075956067e-02,-4.266759581077297220e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.119956800016202320e-02,-8.485954817421204055e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.386207454854869625e-03,3.478122347659917939e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.690102721328807456e-02,5.377825092276744545e-04,3.246994692046833997e-02,0.000000000000000000e+00,3.246994692046833997e-02
-8.660365465184641232e-02,1.614275499263116698e-01,1.228425425379335301e-01,0.000000000000000000e+00,1.228425425379335301e-01
-6.756862944712375973e-02,2.201158064613984167e-01,2.511499434787585749e-01,0.000000000000000000e+00,2.511499434787585749e-01
1.327162086109387809e-02,3.567808816702900399e-01,3.877601063757321609e-01,0.000000000000000000e+00,3.877601063757321609e-01
2.303852774706339340e-02,4.537378229082724146e-01,4.982922465033349235e-01,0.000000000000000000e+00,4.982922465033349235e-01
-4.002085452259177001e-02,5.579677882401612443e-01,5.494639959930345263e-01,0.000000000000000000e+00,5.494639959930345263e-01
9.203525871031816019e-02,4.692405543134524626e-01,5.150067374711921886e-01,0.000000000000000000e+00,5.150067374711921886e-01
4.278884565555279851e-02,4.079065449303069801e-01,3.807579144296589502e-01,0.000000000000000000e+00,3.807579144296589502e-01
1.670359862090371739e-02,1.550583912088826788e-01,1.481351312526606456e-01,0.000000000000000000e+00,1.481351312526606456e-01
-1.780451565384360765e-02,-1.391290144221278835e-01,-1.645945902807337824e-01,0.000000000000000000e+00,-1.645945902807337824e-01
-2.432606773465284880e-02,-4.365293729798358502e-01,-4.283526537333661732e-01,0.000000000000000000e+00,-4.283526537333661732e-01
-3.265897216900819772e-02,-6.091285711119311941e-01,-5.885791285385050253e-01,0.000000000000000000e+00,-5.885791285385050253e-01
-1.053159179609253759e-01,-6.809323539855182128e-01,-6.410413286585400217e-01,0.000000000000000000e+00,-6.410413286585400217e-01
3.293629184273930838e-02,-5.788110278192144520e-01,-5.979506958040018416e-01,0.000000000000000000e+00,-5.979506958040018416e-01
3.494699178087926766e-03,-4.328253736997211831e-01,-4.847001329696652427e-01,0.000000000000000000e+00,-4.847001329696652427e-01
-2.936050362436490486e-03,-2.579852143044180646e-01,-3.348665913050115073e-01,0.000000000000000000e+00,-3.348665913050115073e-01
1.314782334042728131e-02,-1.843155799925565441e-01,-1.842638138069006837e-01,0.000000000000000000e+00,-1.842638138069006837e-01
1.062499117652048880e-01,-1.274512698590832827e-01,-6.493989384093673545e-02,0.000000000000000000e+00,-6.493989384093673545e-02
3.786817974430822104e-02,-5.161659006995539950e-02,-2.449293598294705921e-17,0.000000000000000000e+00,-2.449293598294705921e-17
4.904194325595048753e-02,3.743036998740754961e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.321659907285710388e-03,9.919483930259070936e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.330536151950247131e-02,-5.257990062763422817e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.235980540572357400e-02,3.485642729873248552e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.771951989027123170e-02,1.140114726735554501e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.186316475452677030e-03,-7.824055918154571021e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.033106000380434153e-02,2.196497883084581187e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.460836831476452893e-02,-1.032586107980570933e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.129055127892952010e-02,-1.712378604056864415e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.696516422466775836e-02,-4.664554777625042753e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.279139585167481691e-02,-1.558203979721102250e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.455749254636528656e-02,-8.072235530537603954e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.530727657073249925e-02,-6.998055888969859084e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.160297710073344566e-03,-6.706908745134064487e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.490284149266054625e-02,-6.878604443213769126e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.346172766344596976e-02,1.237941395107398090e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.154507191158865402e-02,-5.444766383522651326e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.681787675514252040e-02,9.687655956408766644e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.732270537519513542e-02,-5.439237515995935107e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.192087377980674434e-02,-3.881548374788895694e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.793349664959671574e-02,-1.048470659257678744e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.807242619769333300e-02,5.897523267541650294e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.366573538619293184e-02,3.002030566016721316e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.493349947834378577e-02,-9.557034378587188350e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.925503649466324921e-03,3.342539876532908683e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.293594837743973380e-02,8.728105090364676744e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.132567382544184320e-02,1.300857605609256201e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.024981270266110828e-01,2.405789296517822293e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.807801722850176873e-03,-8.081801712597347365e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.906188180547475686e-02,-4.126774096851370394e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.687164457986747051e-02,2.795641345713446857e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.887091126508151334e-02,8.664660813613110635e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.802543571554829749e-02,-9.241933299823122672e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.054776610689067001e-02,1.237694811195930340e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.951986891127725776e-02,3.228885499298791290e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.997217145976294069e-04,5.614878168678303499e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.239862519367611216e-02,-7.430774177433355221e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.243835876237023186e-02,-4.878847562286461881e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.066426667491007438e-03,2.625290443297557952e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.950698908584857907e-02,-6.104942325519734786e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.109718662169159153e-01,-3.007662005649242715e-03,0.000000000000000000e+00,3.869467923798433628e-01,0.000000000000000000e+00
7.010554178377512713e-01,-3.162727500457349333e-03,0.000000000000000000e+00,6.802203445276286953e-01,0.000000000000000000e+00
8.473601762038261986e-01,2.333299838591471748e-02,0.000000000000000000e+00,8.823440057525097080e-01,0.000000000000000000e+00
9.966078415607696472e-01,-1.983192350094202874e-02,0.000000000000000000e+00,1.000109048738484496e+00,0.000000000000000000e+00
